Date,Open,High,Low,Close,Adj Close,Volume,pct_change,log_change,ema_7,ema_14,macd_7,rsi_7,rsi_14,atr_7,atr_14,upper_7,lower_7,upper_14,lower_14,FT_3_components,FT_6_components,FT_9_components,FT_27_components,FT_81_components,FT_100_components,sentiment_score,target
2021-10-20,172.63299560546875,173.14300537109375,170.01849365234375,170.7530059814453,170.7530059814453,42796000,-0.008446195751808605,-0.00848206698962188,169.00002330479975,167.03625761834533,0.8497224898283204,86.35189341200693,63.102635104298265,2.645928519112723,2.9126074654715404,176.55393209909337,159.8237883250138,173.92067553724542,157.07818441322894,151.67189673691553,144.33701172729442,144.34526544370775,148.08507363535037,162.14545499428695,166.08320173825462,0.20461270641498822,170.7530059814453
2021-10-21,170.71249389648438,172.01400756835938,170.14999389648438,171.75050354003906,171.75050354003906,37628000,0.005841756945129006,0.005824760045406363,169.6876433636096,167.66482374123785,0.45124579013288146,87.38050201310952,64.75221570266714,2.689001900809152,2.8556442260742188,176.4174480295873,162.6414160189618,175.04838658094008,157.034403248859,152.72084578230718,147.03597201106362,147.7302000232289,159.58717419952762,177.09760388332242,175.94954436800316,0.2506090594637733,171.75050354003906
2021-10-22,171.0500030517578,171.49200439453125,166.56500244140625,166.77749633789062,166.77749633789062,62782000,-0.028954833317208384,-0.02938229613638815,168.96010660717985,167.54651342079157,-1.1675467991575283,58.17570059983979,64.00798145168811,3.099644252232143,2.837073189871652,175.64297744077697,164.14831284242615,174.7421405903608,158.3818632286961,153.77585440493579,149.77013854927532,151.1279440355529,168.39490001081788,165.46585710429713,163.3188619862384,0.19867645581764792,166.77749633789062
2021-10-25,166.75,167.38999938964844,164.88499450683594,166.01849365234375,166.01849365234375,44520000,-0.004550989805058192,-0.004561377086082201,168.22470336847084,167.3427774516652,-1.7526146270446776,53.27477680724976,59.852831620564835,3.255216326032366,2.762609209333147,175.23148288462994,164.8528066661513,174.47431866781383,159.35946952275535,154.83424443403058,152.51152750975834,154.49009711341168,173.32985050612578,164.6430325160592,168.5737521109878,0.1966637456826678,166.01849365234375
2021-10-26,167.47549438476562,170.80599975585938,167.19900512695312,168.80349731445312,168.80349731445312,53966000,0.01677526160393561,0.016636110939323184,168.3694018549664,167.53754010003692,-0.9702399445393537,43.655877586658725,60.98927981276425,3.1494315011160716,2.8698599679129466,175.05865444329928,164.5549189035199,174.60528835230835,160.04321454250194,155.89322137466925,155.2327216475511,157.77080676827612,174.30070724515366,170.4776579587288,167.18968034663575,0.04037621641840382,168.80349731445312
2021-10-27,169.39999389648438,171.85000610351562,168.57249450683594,169.62449645996094,169.62449645996094,54044000,0.004863638245470758,0.004851848967382222,168.68317550621504,167.8158009480268,-0.39432200003079765,38.62155751020602,59.09768010821969,3.160005841936384,2.876324244907924,174.1769664247137,164.66160430631308,174.90557272932097,160.3862145544402,156.94988890043123,157.90729403678955,160.92770178929035,172.28802771046745,169.44640103047627,170.3813360660471,0.1071981604035633,169.62449645996094
2021-10-28,170.10499572753906,173.9499969482422,169.3000030517578,172.32850646972656,172.32850646972656,114174000,0.01594115275917063,0.015815426966205148,169.5945082470929,168.4174950175868,0.4760630664795753,50.417421147934476,64.7553401302169,3.590791974748884,3.089788164411272,174.2421656826008,164.6309771047876,175.61936816204877,160.80063436655058,158.00126418566987,160.51020021353364,163.92266676821177,168.97134463420372,170.82710372185346,172.24345141799077,0.1311923987554044,172.32850646972656
2021-10-29,165.00100708007812,168.74099731445312,163.66600036621094,168.6215057373047,168.6215057373047,129722000,-0.021511245053778105,-0.021745984346714802,169.35125761964585,168.4446964468825,-0.35553177967265115,43.63599088838269,61.12159069076066,3.8694327218191966,3.2576806204659596,173.8170042865527,164.44713843108124,175.24712600497472,162.0738055658958,159.04429398385614,163.01813213834984,166.72244689517115,166.13639966455767,170.60224616279416,168.28401130640006,0.09405407501606243,168.6215057373047
2021-11-01,168.08999633789062,168.79299926757812,164.6009979248047,165.90550231933594,165.90550231933594,72178000,-0.01610709978002456,-0.01623822909338356,168.48981879456838,168.10613722987628,-1.290590181560458,34.172778987938415,55.704933065450824,4.202002389090402,3.445502144949777,172.88668833958843,163.70745402927315,174.67998702315612,163.14651618554922,160.07587135325332,165.40982837157728,169.29908006418145,165.08152239894366,164.87369408323616,166.3968784599073,-0.05736966049608793,165.90550231933594
2021-11-02,165.75050354003906,166.55599975585938,164.17750549316406,165.6374969482422,165.6374969482422,52552000,-0.0016154097805501921,-0.0016167159617979095,167.77673833298684,167.77698519232507,-1.4242903037210524,45.85756789095308,52.41781903341146,3.8379298618861606,3.468787057059152,173.04511689070907,163.2233113668244,174.46632124261254,163.56353802775578,161.09285292661116,167.66633593164985,171.63016058366432,166.23771898254282,165.20421379444412,165.23582692571807,0.11645268831555677,165.6374969482422
2021-11-03,165.4499969482422,169.74600219726562,164.87600708007812,169.1999969482422,169.1999969482422,67944000,0.021507811127532195,0.02127978196929161,168.13255298680068,167.96672009311402,-0.29241271391583823,59.603945437477606,56.52834434690037,4.175785609654018,3.715500967843192,173.16321450261083,164.01421469660792,174.2512181921133,164.3796411828867,162.09207661763725,169.7712204511422,173.69894505387492,169.1294349895906,170.3947235058135,169.3302958653262,0.21346872926721142,169.1999969482422
2021-11-04,168.5,174.93150329589844,168.25,173.85000610351562,173.85000610351562,107060000,0.02748232410840923,0.027111464426082248,169.56191626597942,168.75115822783422,1.2771193000275565,63.69211050133639,55.41017688475896,4.446356637137277,3.797894069126674,175.386153951558,163.2331349016786,175.03892721256372,164.0775038874642,163.07037965375167,171.710722428948,175.4943159765514,172.6684920607635,173.17969700291567,174.08742071107991,0.11987878193289452,173.85000610351562
2021-11-05,173.85000610351562,178.3125,173.8489990234375,175.94949340820312,175.94949340820312,99940000,0.01207642928374364,0.012004091021206855,171.15881055153534,169.7109362518834,1.9921953705455429,66.04757653584656,55.71116759204043,4.61578369140625,3.887894766671317,178.11508570140543,162.31134513704322,176.13639551684363,163.49610526789408,164.02461682207007,173.47385857249438,177.0106222209088,175.64704477221278,175.22480571329015,175.34027410488164,0.06306557212536784,175.94949340820312
2021-11-08,176.16200256347656,178.9499969482422,174.39300537109375,174.44900512695312,174.44900512695312,61480000,-0.008527948857282919,-0.008564519878774466,171.98135919538979,170.34267876855935,1.349781810681085,55.72999517583464,53.39646940497798,4.602497645786831,4.096644810267857,178.941677607128,162.09060999052824,176.66053415009782,163.2921810424245,164.9516788137144,175.05246840385067,178.24741750229154,177.22672333820896,176.4319618680821,175.35131521603975,0.0007428297966432755,174.44900512695312
2021-11-09,175.7624969482422,179.68850708007812,175.07150268554688,178.81149291992188,178.81149291992188,85898000,0.025007238016599764,0.024699674045048893,173.6888926265228,171.47185398874103,1.8546124637927055,76.59323846789152,61.2217994707414,4.625998360770089,4.247715541294643,182.19841977972695,161.74529272724848,178.74242957685405,162.36149803545064,165.84851055042733,176.44120744172523,179.2091185542869,177.235508777728,176.53519196283142,177.75478021428268,0.08244002957273898,178.81149291992188
2021-11-10,178.19349670410156,180.2725067138672,173.1544952392578,174.1024932861328,174.1024932861328,80548000,-0.026334994227121156,-0.026687971077505174,173.7922927914253,171.82260589505995,0.3062742643759795,69.3764175280043,52.96840937627583,5.043999808175223,4.6230010986328125,181.89934591167474,164.38636401438555,179.11037427751958,162.32955186994135,166.7121293770788,177.63748934302026,179.90460380675123,176.1718014651288,175.59266167096226,175.1460343826427,0.11191350014427211,174.1024932861328
2021-11-11,175.64999389648438,177.16200256347656,173.37350463867188,173.625,173.625,45288000,-0.0027425987825921982,-0.0027463665972794556,173.75046959356897,172.06292510905197,-0.5096128701711442,68.69605591648244,59.748310178205706,5.245428902762277,4.541679382324219,180.0459837812838,168.52186987385014,179.4055759509028,163.01256500543093,167.53964300400253,178.6413803703625,180.3467713211003,174.9376329418369,173.4376822464754,172.75790725691888,-0.13483591031309616,173.625
2021-11-12,174.25,177.0364990234375,172.3524932861328,176.25750732421875,176.25750732421875,53788000,0.015162029225161966,0.015048234458080111,174.37722902623142,172.62220273774088,-0.1385154731994227,67.27117387118867,63.83837683913906,5.218858991350446,4.697322300502232,179.01012898802847,171.57415620309874,179.96730695250122,163.9135502426718,168.3282670841849,179.45545042604815,180.5520717498609,174.4289073997786,175.38775833345383,176.81846412048424,0.11388033089567581,176.25750732421875
2021-11-15,176.85000610351562,179.69400024414062,176.29049682617188,177.28399658203125,177.28399658203125,58594000,0.0058238044631160335,0.005806911669058077,175.1039209151814,173.24377525031292,0.12758385459293198,60.21537394487284,62.03369220762687,4.755286080496652,4.600821358816964,179.51886450949453,172.04656081835142,180.82917951289758,164.2631775776437,169.07534231214592,180.08458564143532,180.54002849891853,175.15826121813018,178.50890831653555,177.10461221086447,0.17842238285599313,177.28399658203125
2021-11-16,176.9499969482422,178.8249969482422,176.25750732421875,177.03500366210938,177.03500366210938,44342000,-0.001404486161877938,-0.001405473377029005,175.5866916019134,173.74927237188578,-0.016094615594308692,53.62865875305534,60.68890746470485,4.484427315848214,4.550105503627232,179.7944101291041,172.08116098557224,181.50013692412656,164.65086405243594,169.77835093388907,180.53576812067246,180.33275342399966,177.06004054049063,176.11340722647745,176.82091684685034,0.14424673079231828,177.03500366210938
2021-11-17,178.23599243164062,179.3625030517578,177.2675018310547,177.4499969482422,177.4499969482422,51206000,0.0023441312596286235,0.0023413880700420314,176.0525179384956,174.24270231539998,-0.091563777022583,60.81675215292269,57.90952596856003,4.165928431919643,4.384213038853237,180.1165281139655,172.61646923536483,182.16567783602406,164.71696463746926,170.43493256054018,180.81782889915166,179.9544626364314,179.54254039847854,177.78938070033368,178.0084609110177,0.11387785356298259,177.4499969482422
2021-11-18,178.3175048828125,185.2100067138672,178.0500030517578,184.8029937744141,184.8029937744141,114070000,0.04143700734081501,0.04060149725970321,178.24013689747522,175.65074117660185,1.6064136761982706,67.76578387999632,72.46090357868128,4.5260009765625,4.575999668666294,184.57825210795122,169.8666026283769,184.742635366609,164.45164825504278,171.04289918222653,180.94118048438136,179.4309936548042,181.7483501727404,184.9200355855278,183.99753410768298,0.1723715372627275,184.8029937744141
2021-11-19,185.63450622558597,188.1074981689453,183.78599548339844,183.82850646972656,183.82850646972656,98734000,-0.005273114275827551,-0.0052870662112904825,179.63722929053807,176.74110988235182,1.3895099094403158,87.04312410937807,76.14211887455095,4.126499720982143,4.585249764578683,186.8400577031524,170.38365794277394,185.81955988641647,165.93515289957685,171.60024928334042,180.91753549811332,178.78932250320923,182.90324110578587,183.59297717077203,184.75490280931345,0.17274975647345983,183.82850646972656
2021-11-22,183.81900024414065,185.67300415039065,178.375,178.6284942626953,178.6284942626953,96844000,-0.02828730052206352,-0.02869509488188082,179.3850455335774,176.99276113306428,-0.4659353025190356,64.01501390350374,66.56510210546057,4.627857753208709,4.936643327985493,186.30804723762617,172.34523819764166,184.88019189818542,168.7303776470155,172.10518096556316,180.75961793538696,178.0570776451389,182.6083448774423,178.6571835673833,177.71345082627803,0.1401104017849348,178.6284942626953
2021-11-23,179.2519989013672,181.0525054931641,176.385498046875,179.0019989013672,179.0019989013672,73804000,0.0020909577736383245,0.002088774763957146,179.28928387552486,177.26065950217134,-1.0437874333840451,58.80125621083513,63.60521856997626,4.625429425920767,4.922144208635607,186.18502470576072,173.25240118012096,184.34503535097156,170.66582018753292,172.55610399085683,180.48087340417345,177.26204699930437,180.96540838843393,179.35401229153823,179.788402255374,0.07019393336611277,179.0019989013672
2021-11-24,178.1334991455078,180.6820068359375,176.84249877929688,179.02049255371094,179.02049255371094,46560000,0.00010331533981333685,0.00010331000315118602,179.22208604507136,177.4953039090433,-1.1690130408633803,55.953640256847265,58.23550542004958,4.683003016880589,4.71914454868862,186.12300967654497,173.81055791553095,184.41596667428857,171.33352978567237,172.95165066303582,180.09518441748654,176.43167476659946,178.501231928585,178.30814543377204,178.448318443909,0.01265980827180205,179.02049255371094
2021-11-26,180.10499572753906,181.6750030517578,175.20750427246094,175.22799682617188,175.22799682617188,59826000,-0.021184701669844985,-0.021412317856405228,178.2235637403465,177.19299629799377,-2.0550970981792136,45.015699049639316,48.90961349898672,5.240147181919651,4.862287248883932,186.55178617625347,172.86549374841172,184.44069555087938,171.20572996879136,173.29068547346068,179.61659639027653,175.59254637185725,175.9402294454968,176.10665050859495,175.54208855352525,0.25728440500560196,175.22799682617188
2021-11-29,177.3820037841797,179.8000030517578,176.5749969482422,178.07850646972656,178.07850646972656,65312000,0.016267432688752415,0.016136535670027943,178.18729942269152,177.3110643208915,-1.290782710142658,51.528290629749236,55.27015811161179,5.560791015625008,4.863359723772326,186.51866562709077,173.07818844656995,184.4084764078384,171.75644930365712,173.57231344381574,179.05905946099537,174.76986236612163,173.92901998787906,177.32802386519097,178.02197039839425,-0.004389604117462434,178.07850646972656
2021-11-30,178.1750030517578,179.2884979248047,174.60049438476562,175.35350036621094,175.35350036621094,80022000,-0.015302274022490625,-0.015420562086679022,177.4788496585714,177.05005579360073,-1.5369386024140597,20.34896637313217,44.728184786052566,5.1219329833984455,4.823966979980473,184.20453755280715,172.69246126136693,184.30721462755116,171.36371214769997,173.79588710679147,178.43619062959758,173.98690543958475,172.82438977263146,175.70938685850393,175.1931840475287,-0.06367661232827154,175.35350036621094
2021-12-01,177.25,177.99400329589844,172.0800018310547,172.18600463867188,172.18600463867188,74916000,-0.0180634873037836,-0.018228623739821467,176.15563840359653,176.40151563961024,-2.126186831514027,17.887214279401192,46.934155585031725,5.349432809012285,4.737966264997214,181.9883832329136,171.58218648667346,184.57865518897196,170.81848749378472,173.96101207374448,177.76105999891735,173.26450848871212,172.61774610134196,172.31678446961914,172.49182495896412,0.1285641333272184,172.18600463867188
2021-12-02,173.0,174.63499450683594,171.1875,171.8679962158203,171.8679962158203,64726000,-0.0018468889124809706,-0.001848596514633391,175.08372785665247,175.7970463831049,-1.943223982982032,24.480046264189724,47.174871080966895,4.799360002790182,4.713608877999446,181.8671692334641,169.77182961558725,184.82717692296984,170.31896521918975,174.0675511470026,177.04600414514263,172.62053563992933,173.00594083188332,171.40619765260035,171.50587632623487,0.14068175393432256,171.8679962158203
2021-12-03,172.75,173.49349975585938,166.92999267578125,169.489501953125,169.489501953125,80712000,-0.013839076006382012,-0.013935728778151546,173.6851713807706,174.9560404591076,-2.031700059783005,18.81251519575129,39.0279330714505,5.070288521902902,4.847858973911834,181.38276894121904,167.53837363690596,185.52698037668864,168.6523038553147,174.11562694336354,176.30246884653442,172.06939190469237,173.55892396075086,169.95636402840486,169.81471032491007,0.12406463999741679,169.489501953125
2021-12-06,169.64999389648438,173.69549560546875,166.9344940185547,171.36849975585938,171.36849975585938,68860000,0.011086219388703134,0.011025217696555534,173.1060034745428,174.47770169867454,-1.079868183814095,27.64014564106772,40.66794086070686,5.487644740513393,5.0853238786969905,179.27101828642043,167.46384063517553,185.63812644726326,167.69608680957268,174.1056230044514,175.54088258885992,171.62158037041655,173.90318471466117,171.18817789185255,171.1644905422606,0.18092783717146207,171.36849975585938
2021-12-07,174.60000610351562,177.49949645996094,173.33450317382812,176.1645050048828,176.1645050048828,66410000,0.027986504263362688,0.02760203879831859,173.8706288571278,174.702608806169,0.7505107353036204,52.58496588055626,48.799030618624805,5.439573015485491,5.339860098702571,179.6393577397688,167.36307494717317,185.57703060444157,167.63282570136198,174.03818337888794,174.77056146209935,171.28332818229282,173.8459888443582,175.994779170905,176.18241943059448,0.20671051029482745,176.1645050048828
2021-12-08,176.15049743652344,177.17999267578125,174.75050354003906,176.1580047607422,176.1580047607422,45254000,-3.689871657430732e-05,-3.689939734869626e-05,174.4424728330314,174.89666160011208,1.2578446503126162,43.71172939182708,48.19720382634291,5.1334991455078125,5.347145080566411,178.52435557689338,167.92936233605306,185.47387385908127,167.5514121342223,173.9142106706453,173.9996452858609,171.05630375022386,173.40169197509846,176.48610759414422,176.3646956455909,0.02882180008075489,176.1580047607422
2021-12-09,175.75,176.96949768066406,174.13949584960938,174.17100524902344,174.17100524902344,46062000,-0.011279643604146683,-0.011343741238858878,174.3746059370294,174.79990741996693,0.7247025221347029,45.93154991274693,32.55163806427247,4.868070329938616,4.9950016566685305,178.10862462012412,168.00723754505444,183.39250668462188,168.11392380505447,173.73486255741815,173.2350640692004,170.9374473963048,172.7286068768007,173.9528368163686,173.73060777343466,0.16392421974865284,174.17100524902344
2021-12-10,175.41700744628906,175.927001953125,170.5,172.21200561523438,172.21200561523438,60690000,-0.011247564604614624,-0.011311296797986634,173.83395585658064,174.4548538460026,-0.03061509256408934,50.09757192493833,31.53268934173036,4.798498971121652,5.073965890066968,178.109383972325,168.0139070433,181.18340029067625,168.6635300769298,173.50154679232597,172.48253324101003,170.91893589840424,172.02141146577966,172.23090414262992,172.8667799689241,0.2540207487026289,172.21200561523438
