Date,Open,High,Low,Close,Adj Close,Volume,pct_change,log_change,ema_7,ema_14,macd_7,rsi_7,rsi_14,atr_7,atr_14,upper_7,lower_7,upper_14,lower_14,FT_3_components,FT_6_components,FT_9_components,FT_27_components,FT_81_components,FT_100_components,sentiment_score,target
2021-12-13,172.0,172.10000610351562,169.1300048828125,169.5675048828125,169.5675048828125,62170000,-0.015356076499860039,-0.015475202151186945,172.76734311313862,173.80320731757726,-0.8687421706348735,42.650421041445064,34.321383893893994,4.73028564453125,4.764822823660716,178.40443394292188,167.0615738347009,180.75584648936808,167.796656823969,173.2159147116698,171.74657549437705,170.9882980380969,171.41556686001715,169.53165240721486,168.74149127744224,-0.1112157361905592,169.5675048828125
2021-12-14,167.5500030517578,169.49899291992188,166.44000244140625,169.0915069580078,169.0915069580078,55976000,-0.0028071293797337082,-0.0028110767563395457,171.84838407435592,173.174980602968,-0.997912900952094,48.5525350475977,32.91206379976069,4.229640415736607,4.649964468819754,178.50511219489144,166.84718272698356,179.989120525712,167.147598224288,172.87985328076473,171.03056658437362,171.1286933841384,170.9450030882823,169.54498302360977,170.02938587755716,-0.03468839303503472,169.0915069580078
2021-12-15,168.59800720214844,173.60000610351562,165.19500732421875,173.31500244140625,173.31500244140625,75794000,0.024977573145925636,0.024670732493370394,172.21503866611852,173.19365018142642,0.3170390003736707,56.047857179430295,41.40830183476753,4.464497157505581,4.976070949009487,178.67681602875405,167.23162251756293,178.76297536268626,167.5586733712702,172.49547571899302,170.33680201287467,171.31936029861433,170.5626957444681,172.15496967363572,172.33134812298962,-0.03680765758620253,173.31500244140625
2021-12-16,173.36849975585938,174.16600036621094,168.16050720214844,168.87100219726562,168.87100219726562,60876000,-0.025641174633125208,-0.02597563931621664,171.3790295489053,172.61729711687167,-0.36414799974750345,26.8320393497672,40.61144208242403,4.446568080357143,4.943070547921317,177.56263458300708,166.26194601827638,178.609585923934,166.80392072017872,172.065110754111,169.66658123250227,171.53623180415397,170.20203027355956,170.66020416125602,169.837832526456,0.10288983279150364,168.87100219726562
2021-12-17,167.7104949951172,170.89849853515625,165.61349487304688,170.0175018310547,170.0175018310547,85542000,0.00678920370502567,0.006766260845510533,171.03864761944266,172.27065774542942,-0.12200306206846667,31.81183787106339,37.46383566012734,4.854498726981027,4.993998936244419,175.360749214101,166.70940197870036,177.30415507735358,166.95777947552028,171.59129056444633,169.02030580792427,171.75270984722434,169.8395212966771,168.05891239635469,169.1171577046086,0.05648580052832115,170.0175018310547
2021-12-20,166.85000610351562,167.87449645996094,165.60000610351562,167.07899475097656,167.07899475097656,57372000,-0.017283556389377508,-0.01743466066061881,170.04873440232615,171.5784360128357,-0.660473703850367,30.11437245751037,37.21669558329876,4.775139944893973,4.821605137416294,174.24081488529885,165.8030475937748,177.00937802676515,166.07048429536098,171.07673747588112,168.39758788667723,171.9405800546136,169.52294185762008,168.61402138407132,167.88332995674898,0.1791114475158468,167.07899475097656
2021-12-21,167.85049438476562,170.7165069580078,165.6475067138672,170.41700744628906,170.41700744628906,55956000,0.019978649621920752,0.01978169533389277,170.1408026633169,171.42357887062948,0.252184482168637,45.32820550701224,47.281395168873686,4.723996843610491,4.761247907366071,173.56004637311835,165.97095948625665,176.90043351259416,165.92671492490584,170.52434948838442,167.79736535067784,172.0710407754867,169.3495693925536,169.68067398512918,169.7144130477023,0.16159784617112766,170.41700744628906
2021-12-22,169.27000427246094,172.0500030517578,168.50050354003906,171.03700256347656,171.03700256347656,55036000,0.0036381058820253998,0.003631503982249459,170.3648526383568,171.3720353630091,0.7434250668783535,54.275149045355064,48.73466895538395,4.806782313755581,4.768533979143415,173.87986104249197,166.07100129707274,176.8378789335025,165.87055612509124,169.9371847142762,167.21802013802736,172.11581251896604,169.40599567063782,171.03668565290977,171.65514862668863,0.16061004044493637,171.03700256347656
2021-12-23,170.42799377441406,171.97500610351562,170.14999389648438,171.06849670410156,171.06849670410156,36788000,0.0001841364158221559,0.00018411946479317587,170.540763654793,171.33156354182145,0.8380175963304908,55.904280334377205,52.58936449081745,4.630499703543527,4.430070059640067,174.1498991893741,166.36581736336026,176.84947149124895,166.08453424605574,169.31844481734166,166.6574964344389,172.04828731934424,169.700910914291,171.35762299125167,170.49984096429012,0.0628259442936566,171.06849670410156
2021-12-27,171.03700256347656,172.9429931640625,169.2154998779297,169.66949462890625,169.66949462890625,58688000,-0.008178022851368039,-0.008211646321395375,170.32294639832133,171.10995435343276,0.4138680776667685,36.9031617216571,47.169269286777684,3.962284633091518,4.2133908952985495,172.54461872431608,166.92952416770402,176.81361625356578,165.87767446560275,168.67145754830744,166.1134157241397,171.84467253427653,170.12663869889553,169.64554992115717,170.23201982948711,0.15956121665096115,169.66949462890625
2021-12-28,170.1824951171875,172.17599487304688,169.135498046875,170.66099548339844,170.66099548339844,54638000,0.005843719029521299,0.005826710732445391,170.4074586695906,171.05009317076153,0.504979632825635,58.55227569313319,39.499325726503486,3.5387137276785716,3.992640904017857,172.75796314241774,167.22760640278318,175.66764119130593,166.23743388193625,167.9996584780179,165.5831860490284,171.4850804886763,170.47268616465055,170.08506027284923,170.06444256767458,-0.03394833585897881,170.66099548339844
2021-12-29,170.83999633789062,171.21200561523438,168.60049438476562,169.2010040283203,169.2010040283203,35754000,-0.0085549217086347,-0.008591725101779567,170.10584500927303,170.8035479517694,0.11473521315283153,46.212378606415804,37.42362053556651,3.1567862374441966,4.005642482212612,172.70461467446324,167.0476697842421,174.1670675045202,166.74415032123315,167.30657203485816,165.06410323823917,170.95451451311465,170.49134692825666,170.31736989161905,169.856859537372,0.04491858098380907,169.2010040283203
2021-12-30,169.6999969482422,170.88800048828125,168.5240020751953,168.64450073242188,168.64450073242188,37584000,-0.0032890070546229833,-0.0032944277273429614,169.74050894006024,170.5156749891897,-0.12115030503544211,59.32237271318054,39.46469596157102,3.1695731026785716,3.972356523786272,171.98714313241072,168.2124287495647,173.20179717206452,166.91992000846005,166.59579195753602,164.55344232304034,170.2437034757263,169.99183420790814,167.37379492442776,167.92813582944515,0.17781775032302913,168.64450073242188
2021-12-31,168.95599365234375,169.35000610351562,166.55850219726562,166.7169952392578,166.7169952392578,47830000,-0.011429400216389607,-0.011495217795266778,168.98463051485965,170.00918435586547,-0.5998824348487621,23.51834944543218,39.51214056931107,2.8442164829799106,3.784106663295201,172.7049104789277,166.43751505818167,173.01775743984555,166.31895825839663,165.8709612782267,164.04853782846712,169.349740932156,168.92548492482635,167.68425421645142,167.46668601688054,0.15075964246073004,166.7169952392578
2022-01-03,167.5500030517578,170.70350646972656,166.16050720214844,170.4044952392578,170.4044952392578,63520000,0.022118320898886212,0.021877258953900563,169.3395966959592,170.0618924736511,0.36148065359988313,46.85429207152897,51.536325601430875,2.98614501953125,3.8964636666434154,172.44944119555822,166.51226796320293,173.09959495645478,166.35669079270815,165.13575195427546,163.54685211738612,168.27649144742,167.42580257372273,169.98595049309984,169.67492345274258,0.051654117101327474,170.4044952392578
2022-01-04,170.43800354003906,171.39999389648438,166.34950256347656,167.52200317382812,167.52200317382812,70726000,-0.016915587005979504,-0.017060289689663746,168.8851983154264,169.72324056700805,-0.07743934231215066,36.25868945464693,47.35296948448027,3.446927751813616,4.038713727678571,171.8883676094524,166.06005768351636,173.17769167884367,166.0543792440079,164.39384426912264,163.04603143921213,167.03473527125917,165.78280337884237,167.50322504707913,168.1606669838921,0.03115773345011215,167.52200317382812
2022-01-05,166.88299560546875,167.12649536132812,164.35699462890625,164.35699462890625,164.35699462890625,64302000,-0.018893091563845,-0.019073846316683307,167.75314739379638,169.0077411085945,-0.9315219365134229,31.893938921166665,34.33258039309459,3.3100716727120534,3.6361781529017856,172.65314586299957,163.77742228711202,172.8776897854405,165.07466573562533,163.64890612485178,162.5439497893911,165.64203304149595,164.35513375591202,164.4296308535194,163.88283473200153,-0.01913982430994178,164.35699462890625
2022-01-06,163.45050048828125,164.8000030517578,161.93699645996094,163.25399780273438,163.25399780273438,51958000,-0.006710981961323137,-0.006733601858714689,166.6283599960309,168.24057533447981,-1.2024993321899644,24.945884038552663,38.875901432864254,3.2847159249441966,3.411714826311384,172.34283493405587,161.97144816443745,173.53478619321285,163.61514012863424,162.9045723497445,162.0387411033198,164.1223041008913,163.4468015178046,163.51380900203748,163.50479678344436,0.2971689888610481,163.25399780273438
2022-01-07,163.83900451660156,165.24349975585938,162.031005859375,162.5540008544922,162.5540008544922,46606000,-0.004287778294336242,-0.004296997177475961,165.60977021064622,167.4823654038148,-1.1090006903251899,26.297954395579282,34.95292636677196,3.370570591517857,3.263678414481027,172.040627580633,160.37451175390942,173.86334710651838,162.2203647901055,162.1644241444578,161.5288206774187,162.50512480109938,163.18976319009698,161.86348698570808,162.5537725450449,0.19004464441872834,162.5540008544922
2022-01-10,160.5854949951172,161.6614990234375,156.30450439453125,161.48599243164062,161.48599243164062,87798000,-0.006570176170610398,-0.006591854785116594,164.5788257658948,166.6828490075249,-0.9899808580544738,25.37240096255202,37.804185817782304,3.7981414794921875,3.4838572910853793,171.51321658033672,158.85663466826819,174.43510207561732,160.84960948967287,161.43196878990904,161.01289702030957,160.82476622398562,163.47405259785708,162.3017452708947,161.25237855883458,0.08476363484006204,161.48599243164062
2022-01-11,161.5,166.35000610351562,160.70150756835938,165.36199951171875,165.36199951171875,62806000,0.024002125643924677,0.02371860243930671,164.77461920235078,166.5067357414174,0.3688470247702229,45.889470590141315,39.22999949934948,4.2062835693359375,3.525250026157924,171.1823552562634,158.8003543559018,173.97538378929977,160.58718378533752,160.71061973867106,160.48997558030902,159.11900343014898,163.95338598383736,164.96431996423834,165.7645625319809,-0.018621573747227692,165.36199951171875
2022-01-12,166.5749969482422,166.8780059814453,164.41700744628906,165.20700073242188,165.20700073242188,50030000,-0.0009373300985386912,-0.0009377696670975312,164.88271458486855,166.33343774021802,0.8165900032781257,29.931692234454587,37.327739175138056,3.9088548932756697,3.4474999564034596,168.2802331952975,160.2174779863431,173.27170514009904,160.45800503010187,160.0036772096452,159.95935596591616,157.42773999759783,164.13055753907452,164.77729618346117,164.74263856466925,0.12140969588449828,165.20700073242188
2022-01-13,165.25050354003906,166.22149658203125,161.09100341796875,161.21400451660156,161.21400451660156,52188000,-0.024169655027437842,-0.024466534551061184,163.9655370678018,165.65084664373583,-0.09017248886796847,27.567592792562053,31.726920129972285,3.920283726283482,3.683605739048549,166.73301717618716,159.9624086748173,172.7413561086458,159.5805694633408,159.31430940301064,159.4206243703237,155.79150162153235,163.50085420477035,162.4067918452395,161.60686529720456,0.1505568411777243,161.21400451660156
2022-01-14,160.14999389648438,162.25,159.80050659179688,162.13800048828125,162.13800048828125,45974000,0.005731487003565627,0.005715124523055335,163.50865292292167,165.1824671563419,-0.0001824476698928379,40.61259795757646,35.78400199076506,3.874568394252232,3.592320033482143,166.39045210984185,159.67097541526974,172.1992471163286,159.046750721283,158.64553444895594,158.87364292843236,154.2498603548215,161.7114443705496,160.7730479007503,161.9519639083788,0.1295258785197734,162.13800048828125
