Date,sentiment_score
2021-09-30,0.14607118773616112
2021-10-01,0.056817350124878624
2021-10-02,0.2160489870499053
2021-10-03,0.12134391351982003
2021-10-04,0.17324564870822748
2021-10-05,0.14859541863062095
2021-10-06,0.1620025469200395
2021-10-07,0.2711138284115704
2021-10-08,0.023844098294536195
2021-10-09,0.2786054346348051
2021-10-10,0.08540965949675833
2021-10-11,0.29554991244573886
2021-10-12,0.10182891998221918
2021-10-13,0.35694169258420244
2021-10-14,0.03503439224599508
2021-10-15,0.21957218469907652
2021-10-16,0.23961043189454698
2021-10-17,0.12129803657639415
2021-10-18,0.23141893159263136
2021-10-19,0.09811798056464918
2021-10-20,0.20461270641498822
2021-10-21,0.2506090594637733
2021-10-22,0.19867645581764792
2021-10-23,0.15809283063015
2021-10-24,0.1283921094499965
2021-10-25,0.1966637456826678
2021-10-26,0.04037621641840382
2021-10-27,0.1071981604035633
2021-10-28,0.1311923987554044
2021-10-29,0.09405407501606243
2021-10-30,0.14237040631549017
2021-10-31,-0.13402616462934783
2021-11-01,-0.05736966049608793
2021-11-02,0.11645268831555677
2021-11-03,0.21346872926721142
2021-11-04,0.11987878193289452
2021-11-05,0.06306557212536784
2021-11-06,0.11194770200381825
2021-11-07,0.15979888635439837
2021-11-08,0.0007428297966432755
2021-11-09,0.08244002957273898
2021-11-10,0.11191350014427211
2021-11-11,-0.13483591031309616
2021-11-12,0.11388033089567581
2021-11-13,0.1046365208390565
2021-11-14,0.18024850163556366
2021-11-15,0.17842238285599313
2021-11-16,0.14424673079231828
2021-11-17,0.11387785356298259
2021-11-18,0.1723715372627275
2021-11-19,0.17274975647345983
2021-11-20,0.1638551783580061
2021-11-21,0.05285700716102528
2021-11-22,0.1401104017849348
2021-11-23,0.07019393336611277
2021-11-24,0.01265980827180205
2021-11-25,0.19013989583186475
2021-11-26,0.25728440500560196
2021-11-27,0.15834520203268268
2021-11-28,0.14192308316180846
2021-11-29,-0.004389604117462434
2021-11-30,-0.06367661232827154
2021-12-01,0.1285641333272184
2021-12-02,0.14068175393432256
2021-12-03,0.12406463999741679
2021-12-04,0.12347176755847108
2021-12-05,0.26746508462757596
2021-12-06,0.18092783717146207
2021-12-07,0.20671051029482745
2021-12-08,0.02882180008075489
2021-12-09,0.16392421974865284
2021-12-10,0.2540207487026289
2021-12-11,0.31901944633153284
2021-12-12,0.14532550274277725
2021-12-13,-0.1112157361905592
2021-12-14,-0.03468839303503472
2021-12-15,-0.03680765758620253
2021-12-16,0.10288983279150364
2021-12-17,0.05648580052832115
2021-12-18,0.18346356929999766
2021-12-19,0.1757531267010791
2021-12-20,0.1791114475158468
2021-12-21,0.16159784617112766
2021-12-22,0.16061004044493637
2021-12-23,0.0628259442936566
2021-12-24,0.10947096487100298
2021-12-25,0.13937423647668987
2021-12-26,0.06567602030367346
2021-12-27,0.15956121665096115
2021-12-28,-0.03394833585897881
2021-12-29,0.04491858098380907
2021-12-30,0.17781775032302913
2021-12-31,0.15075964246073004
2022-01-01,0.08427821892394775
2022-01-02,0.12891208377953203
2022-01-03,0.051654117101327474
2022-01-04,0.03115773345011215
2022-01-05,-0.01913982430994178
2022-01-06,0.2971689888610481
2022-01-07,0.19004464441872834
2022-01-08,0.11320859666047668
2022-01-09,0.3367218193538526
2022-01-10,0.08476363484006204
2022-01-11,-0.018621573747227692
2022-01-12,0.12140969588449828
2022-01-13,0.1505568411777243
2022-01-14,0.1295258785197734
2022-01-15,0.042363344258602074
2022-01-16,0.1273118405071451
2022-01-17,0.15782077210926912
2022-01-18,0.23191675636093123
2022-01-19,0.11497134464481742
2022-01-20,0.22059501296047876
2022-01-21,0.16320166024794036
2022-01-22,0.16172436411288074
2022-01-23,0.11839310817264936
2022-01-24,0.14515733226226762
2022-01-25,0.11107005325222742
2022-01-26,0.0614772566471011
2022-01-27,0.10055993817743492
2022-01-28,0.11550642892125301
2022-01-29,0.15865616802058427
2022-01-30,0.14090283528477063
2022-01-31,0.11026866517033392
2022-02-01,0.12954884829914018
2022-02-02,0.2047493796981241
2022-02-03,0.08700628841834913
2022-02-04,0.04374593083235993
2022-02-05,-0.032045137201423886
2022-02-06,0.12459330793060942
2022-02-07,0.17832414921688403
2022-02-08,0.11870134647507946
2022-02-09,0.01830355561169429
2022-02-10,0.2630091857724807
2022-02-11,0.22822780038244653
2022-02-12,0.1731844491348955
2022-02-13,0.13479837587108204
2022-02-14,0.19655275750528134
2022-02-15,0.1472966362269103
2022-02-16,0.09582467415883258
2022-02-17,0.06982492749807724
2022-02-18,0.04603135429631054
2022-02-19,0.15579866481567572
2022-02-20,0.17479653216412686
2022-02-21,-0.02622928808932093
2022-02-22,0.1324501386989668
2022-02-23,0.04818785059257348
2022-02-24,0.09506687601122069
2022-02-25,0.14734559130189956
2022-02-26,0.026080904400374368
2022-02-27,0.16640971146640962
2022-02-28,0.16978765409956953
2022-03-01,-0.13221618914548172
2022-03-02,0.21010685007212554
2022-03-03,0.08707619660671335
2022-03-04,0.19596650652692038
2022-03-05,0.11048837496765679
2022-03-06,0.07228140205523867
2022-03-07,0.19669709789792097
2022-03-08,0.14462180482526787
2022-03-09,0.08362234456477839
2022-03-10,0.06719540682191055
2022-03-11,0.16265444898104597
2022-03-12,0.17852710060870014
2022-03-13,-0.03398024283678755
2022-03-14,0.18770600233411358
2022-03-15,-0.1263440566448988
2022-03-16,0.12198134092839776
2022-03-17,0.2162904003014429
2022-03-18,0.18823019027159585
2022-03-19,0.18433702708124589
2022-03-20,0.13335925978446747
2022-03-21,-0.1540536304517471
2022-03-22,0.13077666487591355
2022-03-23,0.14000237675706217
2022-03-24,0.12783211934405148
2022-03-25,0.18901539408357526
2022-03-26,0.20341800612556252
2022-03-27,0.16622083895265272
2022-03-28,0.10636921244369016
2022-03-29,0.12480800353235273
2022-03-30,0.03876319470318605
2022-03-31,0.13223083947221406
2022-04-01,0.1679224885506197
2022-04-02,0.19475989189056642
2022-04-03,0.3109748812339341
2022-04-04,0.07289635296044918
2022-04-05,0.093937642322589
2022-04-06,0.19686004417269562
2022-04-07,0.1411664062464925
2022-04-08,0.15419697648224906
2022-04-09,0.2316125527523226
2022-04-10,0.22573046251431714
2022-04-11,0.07511855715217686
2022-04-12,0.11541543561693016
2022-04-13,-0.0016775286135319559
2022-04-14,0.1711072361044859
2022-04-15,0.05772707748708368
2022-04-16,0.1830483729977337
2022-04-17,0.06329055365843847
2022-04-18,0.14170756547289695
2022-04-19,0.15717274771058118
2022-04-20,0.13998252687725227
2022-04-21,0.11251318852013732
2022-04-22,0.18528074828519026
2022-04-23,0.1759473903209182
2022-04-24,0.10339139634829927
2022-04-25,0.19415293993306607
2022-04-26,0.11082672721886942
2022-04-27,0.25051203565580926
2022-04-28,0.08851682152671127
2022-04-29,0.10311474560281245
2022-04-30,0.15005034673663253
2022-05-01,0.1780590970906891
2022-05-02,0.13949059963437518
2022-05-03,0.1418632556265325
2022-05-04,0.022419243604632266
2022-05-05,0.05833764463952202
2022-05-06,0.1278328766645169
2022-05-07,0.13987425321386004
2022-05-08,0.21119462138485115
2022-05-09,0.1686698606950979
2022-05-10,0.19892818070999188
2022-05-11,0.08511214468061835
2022-05-12,0.12989311973794368
2022-05-13,0.12118034785918032
2022-05-14,0.002283812294198717
2022-05-15,0.005440073340994199
2022-05-16,0.20199440317663508
2022-05-17,0.12560485858790818
2022-05-18,0.15552627683245995
2022-05-19,0.20098188263473593
2022-05-20,0.09686186679919202
2022-05-21,0.16118092976382922
2022-05-22,0.21731803095803195
2022-05-23,0.23081936307576487
2022-05-24,0.18467187947491825
2022-05-25,0.10754131617890543
2022-05-26,0.19821557694921063
2022-05-27,0.08156937144860031
2022-05-28,0.36170828294933793
