Date,sentiment_score
2022-05-29,0.07521631260370266
2022-05-30,0.025669205600146586
2022-05-31,0.09523311904041265
2022-06-01,0.10107012484658888
2022-06-02,0.14568946093685076
2022-06-03,0.24207756147345036
2022-06-04,0.1662803356983243
2022-06-05,0.24681775559680444
2022-06-06,0.0232925820896455
2022-06-07,-0.011698374566713054
2022-06-08,0.18077052447084183
2022-06-09,0.0679513619381335
2022-06-10,0.09542217436423425
2022-06-11,0.1214774985595111
2022-06-12,0.20877893935476136
2022-06-13,0.15129119384855597
2022-06-14,0.07381874793979429
2022-06-15,-0.030536935589734894
2022-06-16,0.0690087640688392
2022-06-17,0.16720435318058485
2022-06-18,0.1721627431713506
2022-06-19,0.15422553595003133
2022-06-20,0.12689028089784585
2022-06-21,0.09373540180174722
2022-06-22,0.05213288534105091
2022-06-23,-0.027492129840585564
2022-06-24,0.10905791338981877
2022-06-25,-0.11298916287492485
2022-06-26,0.1858983891778463
2022-06-27,0.12428593337143937
2022-06-28,0.1564924160966846
2022-06-29,0.18009731482639924
2022-06-30,0.08037922999138006
2022-07-01,0.15378235700800424
2022-07-02,0.20978516858707702
2022-07-03,0.24171401087638938
2022-07-04,0.2124514447250346
2022-07-05,0.15092305718836654
2022-07-06,0.02545127886298213
2022-07-07,0.1747149412662956
2022-07-08,0.14273282906574342
2022-07-09,0.1361413639008439
2022-07-10,0.13273210616434353
2022-07-11,0.12934041964929122
2022-07-12,0.20713368885194483
2022-07-13,-0.17389413806836232
2022-07-14,-0.00032965625053958783
2022-07-15,0.06628435369232029
2022-07-16,0.06217755552245932
2022-07-17,0.031061489267454376
2022-07-18,0.16412789319995644
2022-07-19,0.20274204832398018
2022-07-20,0.059480717301938095
2022-07-21,0.0062288679871518645
2022-07-22,0.25929914679989835
2022-07-23,0.1590762862631713
2022-07-24,0.2323934545561828
2022-07-25,0.16472484180990937
2022-07-26,0.09436626838769813
2022-07-27,0.10615412078848781
2022-07-28,-0.02573139989922578
2022-07-29,0.06432131849698128
2022-07-30,0.07552589655492735
2022-07-31,0.13587037583188805
2022-08-01,0.08257767089291825
2022-08-02,0.09643007320199629
2022-08-03,-0.05668109240133466
2022-08-04,0.08297000407760553
2022-08-05,0.08790681269145519
2022-08-06,0.09522636572740255
2022-08-07,0.19463059216970727
2022-08-08,0.08526113722250032
2022-08-09,0.13336314655458678
2022-08-10,0.16940253773065808
2022-08-11,0.07878508596122902
2022-08-12,0.09718745249789223
2022-08-13,0.25022824013929174
2022-08-14,0.1699879710639011
2022-08-15,0.11516159420663888
2022-08-16,0.041108008432038184
2022-08-17,0.1747741824642477
2022-08-18,0.07890174257736669
2022-08-19,0.05580866197932677
2022-08-20,0.09762245017696156
2022-08-21,0.13117612020042418
2022-08-22,-0.0005443440870866734
2022-08-23,0.12380936568295142
2022-08-24,0.1970875986003194
2022-08-25,0.1017225472698973
2022-08-26,0.058263907758202206
2022-08-27,0.19093962720716162
2022-08-28,0.09822196610554945
2022-08-29,0.20740994583266154
2022-08-30,0.20253524714347226
2022-08-31,0.04406917924104388
2022-09-01,0.1344050915017514
2022-09-02,0.14701043234501404
2022-09-03,0.021250612519228742
2022-09-04,0.11918569604200388
2022-09-05,0.1735410344223354
2022-09-06,0.11681286907639701
2022-09-07,0.18838615595583758
2022-09-08,0.18260007630922975
2022-09-09,0.043390452731708475
2022-09-10,0.06141997538716593
2022-09-11,0.13224798281684608
2022-09-12,0.22719105110361745
2022-09-13,0.09808815016839637
2022-09-14,0.17308222555498795
2022-09-15,0.1281253007987034
2022-09-16,0.15079863119224393
2022-09-17,0.0737563092575652
2022-09-18,0.11406776972208574
2022-09-19,0.1937862579492291
2022-09-20,0.19506084488745692
2022-09-21,0.1619049892539372
2022-09-22,0.1009087742983551
2022-09-23,0.16327688490827144
2022-09-24,0.1678608508133532
2022-09-25,0.1783010127487177
2022-09-26,0.21098435175388983
2022-09-27,0.23914877398314954
2022-09-28,0.0115209843411215
2022-09-29,0.22735728626580687
